	feature
3391	ENSMUSG00000026566
3392	ENSMUSG00000026568
3393	ENSMUSG00000026571
3394	ENSMUSG00000026575
3395	ENSMUSG00000026576
3396	ENSMUSG00000026577
3397	ENSMUSG00000026578
3398	ENSMUSG00000026584
3399	ENSMUSG00000026585
3400	ENSMUSG00000026594
3401	ENSMUSG00000026596
3402	ENSMUSG00000026600
3403	ENSMUSG00000026603
3404	ENSMUSG00000026604
3405	ENSMUSG00000026605
3406	ENSMUSG00000026608
3407	ENSMUSG00000026615
3408	ENSMUSG00000026617
3409	ENSMUSG00000026618
3410	ENSMUSG00000026622
3411	ENSMUSG00000026623
3412	ENSMUSG00000026626
3413	ENSMUSG00000026632
3414	ENSMUSG00000026634
3415	ENSMUSG00000026640
3416	ENSMUSG00000026641
3417	ENSMUSG00000026643
3418	ENSMUSG00000026646
3419	ENSMUSG00000026648
3420	ENSMUSG00000026655
3421	ENSMUSG00000026657
3422	ENSMUSG00000026659
3423	ENSMUSG00000026662
3424	ENSMUSG00000026663
3425	ENSMUSG00000026664
3426	ENSMUSG00000026667
3427	ENSMUSG00000026669
3428	ENSMUSG00000026670
3429	ENSMUSG00000026672
3430	ENSMUSG00000026675
3431	ENSMUSG00000026683
3432	ENSMUSG00000026687
3433	ENSMUSG00000026688
3434	ENSMUSG00000026694
3435	ENSMUSG00000026696
3436	ENSMUSG00000026698
3437	ENSMUSG00000026701
3438	ENSMUSG00000026705
3439	ENSMUSG00000026707
3440	ENSMUSG00000026708
3441	ENSMUSG00000026709
3442	ENSMUSG00000026718
3443	ENSMUSG00000026721
3444	ENSMUSG00000026723
3445	ENSMUSG00000026727
3446	ENSMUSG00000026728
3447	ENSMUSG00000026730
3448	ENSMUSG00000026737
3449	ENSMUSG00000026739
3450	ENSMUSG00000026740
3451	ENSMUSG00000026743
3452	ENSMUSG00000026748
3453	ENSMUSG00000026749
3454	ENSMUSG00000026750
3455	ENSMUSG00000026753
3456	ENSMUSG00000026754
3457	ENSMUSG00000026755
3458	ENSMUSG00000026761
3459	ENSMUSG00000026764
3460	ENSMUSG00000026766
3461	ENSMUSG00000026767
3462	ENSMUSG00000026771
3463	ENSMUSG00000026773
3464	ENSMUSG00000026775
3465	ENSMUSG00000026779
3466	ENSMUSG00000026781
3467	ENSMUSG00000026782
3468	ENSMUSG00000026784
3469	ENSMUSG00000026785
3470	ENSMUSG00000026788
3471	ENSMUSG00000026790
3472	ENSMUSG00000026791
3473	ENSMUSG00000026792
3474	ENSMUSG00000026796
3475	ENSMUSG00000026797
3476	ENSMUSG00000026798
3477	ENSMUSG00000026799
3478	ENSMUSG00000026803
3479	ENSMUSG00000026806
3480	ENSMUSG00000026810
3481	ENSMUSG00000026811
3482	ENSMUSG00000026812
3483	ENSMUSG00000026816
3484	ENSMUSG00000026817
3485	ENSMUSG00000026819
3486	ENSMUSG00000026820
3487	ENSMUSG00000026821
3488	ENSMUSG00000026827
3489	ENSMUSG00000026833
3490	ENSMUSG00000026836
3491	ENSMUSG00000026842
3492	ENSMUSG00000026843
3493	ENSMUSG00000026848
3494	ENSMUSG00000026849
3495	ENSMUSG00000026853
3496	ENSMUSG00000026856
3497	ENSMUSG00000026857
3498	ENSMUSG00000026858
3499	ENSMUSG00000026860
3500	ENSMUSG00000026864
3501	ENSMUSG00000026867
3502	ENSMUSG00000026869
3503	ENSMUSG00000026872
3504	ENSMUSG00000026878
3505	ENSMUSG00000026883
3506	ENSMUSG00000026887
3507	ENSMUSG00000026889
3508	ENSMUSG00000026893
3509	ENSMUSG00000026895
3510	ENSMUSG00000026914
3511	ENSMUSG00000026915
3512	ENSMUSG00000026917
3513	ENSMUSG00000026918
3514	ENSMUSG00000026921
3515	ENSMUSG00000026922
3516	ENSMUSG00000026923
3517	ENSMUSG00000026924
3518	ENSMUSG00000026925
3519	ENSMUSG00000026926
3520	ENSMUSG00000026927
3521	ENSMUSG00000026930
3522	ENSMUSG00000026933
3523	ENSMUSG00000026939
3524	ENSMUSG00000026942
3525	ENSMUSG00000026950
3526	ENSMUSG00000026955
3527	ENSMUSG00000026956
3528	ENSMUSG00000026958
3529	ENSMUSG00000026960
3530	ENSMUSG00000026965
3531	ENSMUSG00000026966
3532	ENSMUSG00000026970
3533	ENSMUSG00000026972
3534	ENSMUSG00000026974
3535	ENSMUSG00000026975
3536	ENSMUSG00000026977
3537	ENSMUSG00000026980
3538	ENSMUSG00000026987
3539	ENSMUSG00000026988
3540	ENSMUSG00000026991
3541	ENSMUSG00000026994
3542	ENSMUSG00000026999
3543	ENSMUSG00000027001
3544	ENSMUSG00000027002
3545	ENSMUSG00000027004
3546	ENSMUSG00000027006
3547	ENSMUSG00000027010
3548	ENSMUSG00000027011
3549	ENSMUSG00000027012
3550	ENSMUSG00000027014
3551	ENSMUSG00000027018
3552	ENSMUSG00000027030
3553	ENSMUSG00000027035
3554	ENSMUSG00000027067
3555	ENSMUSG00000027070
3556	ENSMUSG00000027074
3557	ENSMUSG00000027075
3558	ENSMUSG00000027076
3559	ENSMUSG00000027079
3560	ENSMUSG00000027080
3561	ENSMUSG00000027082
3562	ENSMUSG00000027086
3563	ENSMUSG00000027087
3564	ENSMUSG00000027088
3565	ENSMUSG00000027091
3566	ENSMUSG00000027099
3567	ENSMUSG00000027104
3568	ENSMUSG00000027108
3569	ENSMUSG00000027109
3570	ENSMUSG00000027111
3571	ENSMUSG00000027115
3572	ENSMUSG00000027122
3573	ENSMUSG00000027130
3574	ENSMUSG00000027131
3575	ENSMUSG00000027132
3576	ENSMUSG00000027133
3577	ENSMUSG00000027134
3578	ENSMUSG00000027160
3579	ENSMUSG00000027162
3580	ENSMUSG00000027163
3581	ENSMUSG00000027164
3582	ENSMUSG00000027166
3583	ENSMUSG00000027167
3584	ENSMUSG00000027170
3585	ENSMUSG00000027171
3586	ENSMUSG00000027173
3587	ENSMUSG00000027175
3588	ENSMUSG00000027176
3589	ENSMUSG00000027177
3590	ENSMUSG00000027180
3591	ENSMUSG00000027184
3592	ENSMUSG00000027185
3593	ENSMUSG00000027187
3594	ENSMUSG00000027189
3595	ENSMUSG00000027193
3596	ENSMUSG00000027194
3597	ENSMUSG00000027195
3598	ENSMUSG00000027198
3599	ENSMUSG00000027200
3600	ENSMUSG00000027201
3601	ENSMUSG00000027203
3602	ENSMUSG00000027206
3603	ENSMUSG00000027207
3604	ENSMUSG00000027210
3605	ENSMUSG00000027220
3606	ENSMUSG00000027222
3607	ENSMUSG00000027223
3608	ENSMUSG00000027227
3609	ENSMUSG00000027236
3610	ENSMUSG00000027239
3611	ENSMUSG00000027242
3612	ENSMUSG00000027243
3613	ENSMUSG00000027244
3614	ENSMUSG00000027245
3615	ENSMUSG00000027246
3616	ENSMUSG00000027247
3617	ENSMUSG00000027248
3618	ENSMUSG00000027253
3619	ENSMUSG00000027255
3620	ENSMUSG00000027257
3621	ENSMUSG00000027259
3622	ENSMUSG00000027263
3623	ENSMUSG00000027272
3624	ENSMUSG00000027274
3625	ENSMUSG00000027276
3626	ENSMUSG00000027281
3627	ENSMUSG00000027282
3628	ENSMUSG00000027284
3629	ENSMUSG00000027285
3630	ENSMUSG00000027286
3631	ENSMUSG00000027287
3632	ENSMUSG00000027288
3633	ENSMUSG00000027291
3634	ENSMUSG00000027293
3635	ENSMUSG00000027298
3636	ENSMUSG00000027300
3637	ENSMUSG00000027303
3638	ENSMUSG00000027304
3639	ENSMUSG00000027305
3640	ENSMUSG00000027306
3641	ENSMUSG00000027312
3642	ENSMUSG00000027315
3643	ENSMUSG00000027323
3644	ENSMUSG00000027324
3645	ENSMUSG00000027326
3646	ENSMUSG00000027330
3647	ENSMUSG00000027331
3648	ENSMUSG00000027332
3649	ENSMUSG00000027333
3650	ENSMUSG00000027340
3651	ENSMUSG00000027341
3652	ENSMUSG00000027342
3653	ENSMUSG00000027346
3654	ENSMUSG00000027349
3655	ENSMUSG00000027351
3656	ENSMUSG00000027353
3657	ENSMUSG00000027356
3658	ENSMUSG00000027357
3659	ENSMUSG00000027359
3660	ENSMUSG00000027361
3661	ENSMUSG00000027363
3662	ENSMUSG00000027364
3663	ENSMUSG00000027365
3664	ENSMUSG00000027366
3665	ENSMUSG00000027367
3666	ENSMUSG00000027371
3667	ENSMUSG00000027374
3668	ENSMUSG00000027378
3669	ENSMUSG00000027379
3670	ENSMUSG00000027381
3671	ENSMUSG00000027384
3672	ENSMUSG00000027387
3673	ENSMUSG00000027394
3674	ENSMUSG00000027395
3675	ENSMUSG00000027397
3676	ENSMUSG00000027404
3677	ENSMUSG00000027405
3678	ENSMUSG00000027406
3679	ENSMUSG00000027408
3680	ENSMUSG00000027411
3681	ENSMUSG00000027422
3682	ENSMUSG00000027423
3683	ENSMUSG00000027424
3684	ENSMUSG00000027425
3685	ENSMUSG00000027427
3686	ENSMUSG00000027428
3687	ENSMUSG00000027429
3688	ENSMUSG00000027430
3689	ENSMUSG00000027433
3690	ENSMUSG00000027438
3691	ENSMUSG00000027439
3692	ENSMUSG00000027447
3693	ENSMUSG00000027454
3694	ENSMUSG00000027455
3695	ENSMUSG00000027459
3696	ENSMUSG00000027465
3697	ENSMUSG00000027466
3698	ENSMUSG00000027469
3699	ENSMUSG00000027472
3700	ENSMUSG00000027475
3701	ENSMUSG00000027478
3702	ENSMUSG00000027479
3703	ENSMUSG00000027487
3704	ENSMUSG00000027489
3705	ENSMUSG00000027490
3706	ENSMUSG00000027495
3707	ENSMUSG00000027496
3708	ENSMUSG00000027498
3709	ENSMUSG00000027500
3710	ENSMUSG00000027502
3711	ENSMUSG00000027506
3712	ENSMUSG00000027509
3713	ENSMUSG00000027510
3714	ENSMUSG00000027519
3715	ENSMUSG00000027520
3716	ENSMUSG00000027522
3717	ENSMUSG00000027523
3718	ENSMUSG00000027531
3719	ENSMUSG00000027533
3720	ENSMUSG00000027534
3721	ENSMUSG00000027536
3722	ENSMUSG00000027540
3723	ENSMUSG00000027546
3724	ENSMUSG00000027547
3725	ENSMUSG00000027550
3726	ENSMUSG00000027551
3727	ENSMUSG00000027552
3728	ENSMUSG00000027555
3729	ENSMUSG00000027562
3730	ENSMUSG00000027566
3731	ENSMUSG00000027569
3732	ENSMUSG00000027573
3733	ENSMUSG00000027575
3734	ENSMUSG00000027582
3735	ENSMUSG00000027583
3736	ENSMUSG00000027589
3737	ENSMUSG00000027593
3738	ENSMUSG00000027597
3739	ENSMUSG00000027598
3740	ENSMUSG00000027599
3741	ENSMUSG00000027601
3742	ENSMUSG00000027602
3743	ENSMUSG00000027610
3744	ENSMUSG00000027613
3745	ENSMUSG00000027615
3746	ENSMUSG00000027618
3747	ENSMUSG00000027620
3748	ENSMUSG00000027628
3749	ENSMUSG00000027630
3750	ENSMUSG00000027634
3751	ENSMUSG00000027635
3752	ENSMUSG00000027639
3753	ENSMUSG00000027641
3754	ENSMUSG00000027642
3755	ENSMUSG00000027646
3756	ENSMUSG00000027649
3757	ENSMUSG00000027650
3758	ENSMUSG00000027651
3759	ENSMUSG00000027652
3760	ENSMUSG00000027654
3761	ENSMUSG00000027655
3762	ENSMUSG00000027660
3763	ENSMUSG00000027663
3764	ENSMUSG00000027665
3765	ENSMUSG00000027667
3766	ENSMUSG00000027668
3767	ENSMUSG00000027669
3768	ENSMUSG00000027671
3769	ENSMUSG00000027673
3770	ENSMUSG00000027676
3771	ENSMUSG00000027677
3772	ENSMUSG00000027678
3773	ENSMUSG00000027679
3774	ENSMUSG00000027680
3775	ENSMUSG00000027698
3776	ENSMUSG00000027699
3777	ENSMUSG00000027706
3778	ENSMUSG00000027708
3779	ENSMUSG00000027709
3780	ENSMUSG00000027710
3781	ENSMUSG00000027712
3782	ENSMUSG00000027714
3783	ENSMUSG00000027715
3784	ENSMUSG00000027722
3785	ENSMUSG00000027737
3786	ENSMUSG00000027739
3787	ENSMUSG00000027742
3788	ENSMUSG00000027746
3789	ENSMUSG00000027751
3790	ENSMUSG00000027752
3791	ENSMUSG00000027763
3792	ENSMUSG00000027770
3793	ENSMUSG00000027774
3794	ENSMUSG00000027775
3795	ENSMUSG00000027777
3796	ENSMUSG00000027778
3797	ENSMUSG00000027782
3798	ENSMUSG00000027784
3799	ENSMUSG00000027787
3800	ENSMUSG00000027797
3801	ENSMUSG00000027799
3802	ENSMUSG00000027803
3803	ENSMUSG00000027804
3804	ENSMUSG00000027805
3805	ENSMUSG00000027806
3806	ENSMUSG00000027808
3807	ENSMUSG00000027809
3808	ENSMUSG00000027810
3809	ENSMUSG00000027820
3810	ENSMUSG00000027822
3811	ENSMUSG00000027823
3812	ENSMUSG00000027828
3813	ENSMUSG00000027829
3814	ENSMUSG00000027835
3815	ENSMUSG00000027845
3816	ENSMUSG00000027852
3817	ENSMUSG00000027854
3818	ENSMUSG00000027858
3819	ENSMUSG00000027860
3820	ENSMUSG00000027864
3821	ENSMUSG00000027865
3822	ENSMUSG00000027878
3823	ENSMUSG00000027879
3824	ENSMUSG00000027881
3825	ENSMUSG00000027882
3826	ENSMUSG00000027883
3827	ENSMUSG00000027884
3828	ENSMUSG00000027889
3829	ENSMUSG00000027890
3830	ENSMUSG00000027893
3831	ENSMUSG00000027900
3832	ENSMUSG00000027905
3833	ENSMUSG00000027907
3834	ENSMUSG00000027931
3835	ENSMUSG00000027932
3836	ENSMUSG00000027933
3837	ENSMUSG00000027935
3838	ENSMUSG00000027936
3839	ENSMUSG00000027937
3840	ENSMUSG00000027940
3841	ENSMUSG00000027944
3842	ENSMUSG00000027951
3843	ENSMUSG00000027952
3844	ENSMUSG00000027953
3845	ENSMUSG00000027956
3846	ENSMUSG00000027957
3847	ENSMUSG00000027959
3848	ENSMUSG00000027963
3849	ENSMUSG00000027968
3850	ENSMUSG00000027981
3851	ENSMUSG00000027984
3852	ENSMUSG00000027985
3853	ENSMUSG00000027993
3854	ENSMUSG00000027996
3855	ENSMUSG00000027997
3856	ENSMUSG00000027998
3857	ENSMUSG00000027999
3858	ENSMUSG00000028007
3859	ENSMUSG00000028010
3860	ENSMUSG00000028013
3861	ENSMUSG00000028016
3862	ENSMUSG00000028018
3863	ENSMUSG00000028029
3864	ENSMUSG00000028030
3865	ENSMUSG00000028032
3866	ENSMUSG00000028034
3867	ENSMUSG00000028039
3868	ENSMUSG00000028040
3869	ENSMUSG00000028041
3870	ENSMUSG00000028044
3871	ENSMUSG00000028047
3872	ENSMUSG00000028048
3873	ENSMUSG00000028049
3874	ENSMUSG00000028053
3875	ENSMUSG00000028057
3876	ENSMUSG00000028059
3877	ENSMUSG00000028062
3878	ENSMUSG00000028063
3879	ENSMUSG00000028064
3880	ENSMUSG00000028066
3881	ENSMUSG00000028068
3882	ENSMUSG00000028069
3883	ENSMUSG00000028070
3884	ENSMUSG00000028080
3885	ENSMUSG00000028081
3886	ENSMUSG00000028082
3887	ENSMUSG00000028085
3888	ENSMUSG00000028086
3889	ENSMUSG00000028089
3890	ENSMUSG00000028093
3891	ENSMUSG00000028096
3892	ENSMUSG00000028098
3893	ENSMUSG00000028099
3894	ENSMUSG00000028100
3895	ENSMUSG00000028101
3896	ENSMUSG00000028102
3897	ENSMUSG00000028106
3898	ENSMUSG00000028107
3899	ENSMUSG00000028109
3900	ENSMUSG00000028114
3901	ENSMUSG00000028121
3902	ENSMUSG00000028124
3903	ENSMUSG00000028126
3904	ENSMUSG00000028127
3905	ENSMUSG00000028134
3906	ENSMUSG00000028136
3907	ENSMUSG00000028138
3908	ENSMUSG00000028140
3909	ENSMUSG00000028145
3910	ENSMUSG00000028149
3911	ENSMUSG00000028152
3912	ENSMUSG00000028156
3913	ENSMUSG00000028158
3914	ENSMUSG00000028161
3915	ENSMUSG00000028163
3916	ENSMUSG00000028164
3917	ENSMUSG00000028165
3918	ENSMUSG00000028173
3919	ENSMUSG00000028175
3920	ENSMUSG00000028179
3921	ENSMUSG00000028180
3922	ENSMUSG00000028184
3923	ENSMUSG00000028187
3924	ENSMUSG00000028189
3925	ENSMUSG00000028191
3926	ENSMUSG00000028194
3927	ENSMUSG00000028195
3928	ENSMUSG00000028199
3929	ENSMUSG00000028207
3930	ENSMUSG00000028211
3931	ENSMUSG00000028212
3932	ENSMUSG00000028218
3933	ENSMUSG00000028221
3934	ENSMUSG00000028223
3935	ENSMUSG00000028224
3936	ENSMUSG00000028228
3937	ENSMUSG00000028232
3938	ENSMUSG00000028233
3939	ENSMUSG00000028234
3940	ENSMUSG00000028243
3941	ENSMUSG00000028245
3942	ENSMUSG00000028247
3943	ENSMUSG00000028248
3944	ENSMUSG00000028249
3945	ENSMUSG00000028251
3946	ENSMUSG00000028252
3947	ENSMUSG00000028256
3948	ENSMUSG00000028261
3949	ENSMUSG00000028266
3950	ENSMUSG00000028271
3951	ENSMUSG00000028273
3952	ENSMUSG00000028274
3953	ENSMUSG00000028277
3954	ENSMUSG00000028278
3955	ENSMUSG00000028282
3956	ENSMUSG00000028284
3957	ENSMUSG00000028291
3958	ENSMUSG00000028292
3959	ENSMUSG00000028293
3960	ENSMUSG00000028295
3961	ENSMUSG00000028309
3962	ENSMUSG00000028312
3963	ENSMUSG00000028318
3964	ENSMUSG00000028322
3965	ENSMUSG00000028329
3966	ENSMUSG00000028330
3967	ENSMUSG00000028331
3968	ENSMUSG00000028333
3969	ENSMUSG00000028334
3970	ENSMUSG00000028343
3971	ENSMUSG00000028345
3972	ENSMUSG00000028347
3973	ENSMUSG00000028354
3974	ENSMUSG00000028358
3975	ENSMUSG00000028367
3976	ENSMUSG00000028378
3977	ENSMUSG00000028381
3978	ENSMUSG00000028382
3979	ENSMUSG00000028383
3980	ENSMUSG00000028385
3981	ENSMUSG00000028389
3982	ENSMUSG00000028391
3983	ENSMUSG00000028393
3984	ENSMUSG00000028394
3985	ENSMUSG00000028397
3986	ENSMUSG00000028398
3987	ENSMUSG00000028402
3988	ENSMUSG00000028403
3989	ENSMUSG00000028405
3990	ENSMUSG00000028407
3991	ENSMUSG00000028409
3992	ENSMUSG00000028410
3993	ENSMUSG00000028411
3994	ENSMUSG00000028412
3995	ENSMUSG00000028413
3996	ENSMUSG00000028414
3997	ENSMUSG00000028416
3998	ENSMUSG00000028419
3999	ENSMUSG00000028420
4000	ENSMUSG00000028423
4001	ENSMUSG00000028426
4002	ENSMUSG00000028430
4003	ENSMUSG00000028431
4004	ENSMUSG00000028433
4005	ENSMUSG00000028436
4006	ENSMUSG00000028437
4007	ENSMUSG00000028438
4008	ENSMUSG00000028443
4009	ENSMUSG00000028444
4010	ENSMUSG00000028447
4011	ENSMUSG00000028452
4012	ENSMUSG00000028453
4013	ENSMUSG00000028454
4014	ENSMUSG00000028455
4015	ENSMUSG00000028456
4016	ENSMUSG00000028461
4017	ENSMUSG00000028464
4018	ENSMUSG00000028465
4019	ENSMUSG00000028466
4020	ENSMUSG00000028467
4021	ENSMUSG00000028468
4022	ENSMUSG00000028470
4023	ENSMUSG00000028476
4024	ENSMUSG00000028478
4025	ENSMUSG00000028479
4026	ENSMUSG00000028480
4027	ENSMUSG00000028483
4028	ENSMUSG00000028484
4029	ENSMUSG00000028494
4030	ENSMUSG00000028495
4031	ENSMUSG00000028496
4032	ENSMUSG00000028514
4033	ENSMUSG00000028517
4034	ENSMUSG00000028519
4035	ENSMUSG00000028521
4036	ENSMUSG00000028522
4037	ENSMUSG00000028525
4038	ENSMUSG00000028527
4039	ENSMUSG00000028530
4040	ENSMUSG00000028532
4041	ENSMUSG00000028538
4042	ENSMUSG00000028540
4043	ENSMUSG00000028541
4044	ENSMUSG00000028545
4045	ENSMUSG00000028549
4046	ENSMUSG00000028550
4047	ENSMUSG00000028552
4048	ENSMUSG00000028556
4049	ENSMUSG00000028557
4050	ENSMUSG00000028559
4051	ENSMUSG00000028560
4052	ENSMUSG00000028563
4053	ENSMUSG00000028567
4054	ENSMUSG00000028568
4055	ENSMUSG00000028572
4056	ENSMUSG00000028573
4057	ENSMUSG00000028576
4058	ENSMUSG00000028577
4059	ENSMUSG00000028578
4060	ENSMUSG00000028580
4061	ENSMUSG00000028582
4062	ENSMUSG00000028583
4063	ENSMUSG00000028587
4064	ENSMUSG00000028591
4065	ENSMUSG00000028597
4066	ENSMUSG00000028601
4067	ENSMUSG00000028603
4068	ENSMUSG00000028607
4069	ENSMUSG00000028609
4070	ENSMUSG00000028613
4071	ENSMUSG00000028614
4072	ENSMUSG00000028617
4073	ENSMUSG00000028618
4074	ENSMUSG00000028619
4075	ENSMUSG00000028621
4076	ENSMUSG00000028622
4077	ENSMUSG00000028629
4078	ENSMUSG00000028630
4079	ENSMUSG00000028633
4080	ENSMUSG00000028636
4081	ENSMUSG00000028639
4082	ENSMUSG00000028641
4083	ENSMUSG00000028643
4084	ENSMUSG00000028645
4085	ENSMUSG00000028646
4086	ENSMUSG00000028647
4087	ENSMUSG00000028648
4088	ENSMUSG00000028649
4089	ENSMUSG00000028651
4090	ENSMUSG00000028653
4091	ENSMUSG00000028654
4092	ENSMUSG00000028656
4093	ENSMUSG00000028657
4094	ENSMUSG00000028668
4095	ENSMUSG00000028669
4096	ENSMUSG00000028670
4097	ENSMUSG00000028671
4098	ENSMUSG00000028672
4099	ENSMUSG00000028673
4100	ENSMUSG00000028675
4101	ENSMUSG00000028676
4102	ENSMUSG00000028677
4103	ENSMUSG00000028678
4104	ENSMUSG00000028680
4105	ENSMUSG00000028681
4106	ENSMUSG00000028683
4107	ENSMUSG00000028684
4108	ENSMUSG00000028687
4109	ENSMUSG00000028688
4110	ENSMUSG00000028689
4111	ENSMUSG00000028690
4112	ENSMUSG00000028691
4113	ENSMUSG00000028692
4114	ENSMUSG00000028693
4115	ENSMUSG00000028696
4116	ENSMUSG00000028698
4117	ENSMUSG00000028700
4118	ENSMUSG00000028702
4119	ENSMUSG00000028703
4120	ENSMUSG00000028706
4121	ENSMUSG00000028710
4122	ENSMUSG00000028718
4123	ENSMUSG00000028719
4124	ENSMUSG00000028729
4125	ENSMUSG00000028737
4126	ENSMUSG00000028741
4127	ENSMUSG00000028743
4128	ENSMUSG00000028744
4129	ENSMUSG00000028745
4130	ENSMUSG00000028756
4131	ENSMUSG00000028757
4132	ENSMUSG00000028759
4133	ENSMUSG00000028760
4134	ENSMUSG00000028763
4135	ENSMUSG00000028766
4136	ENSMUSG00000028771
4137	ENSMUSG00000028772
4138	ENSMUSG00000028773
4139	ENSMUSG00000028779
4140	ENSMUSG00000028786
4141	ENSMUSG00000028788
4142	ENSMUSG00000028790
4143	ENSMUSG00000028792
4144	ENSMUSG00000028793
4145	ENSMUSG00000028795
4146	ENSMUSG00000028796
4147	ENSMUSG00000028797
4148	ENSMUSG00000028798
4149	ENSMUSG00000028799
4150	ENSMUSG00000028800
4151	ENSMUSG00000028807
4152	ENSMUSG00000028809
4153	ENSMUSG00000028811
4154	ENSMUSG00000028820
4155	ENSMUSG00000028821
4156	ENSMUSG00000028822
4157	ENSMUSG00000028826
4158	ENSMUSG00000028832
4159	ENSMUSG00000028833
4160	ENSMUSG00000028837
4161	ENSMUSG00000028840
4162	ENSMUSG00000028842
4163	ENSMUSG00000028843
4164	ENSMUSG00000028847
4165	ENSMUSG00000028848
4166	ENSMUSG00000028849
4167	ENSMUSG00000028850
4168	ENSMUSG00000028851
4169	ENSMUSG00000028854
4170	ENSMUSG00000028857
4171	ENSMUSG00000028861
4172	ENSMUSG00000028863
4173	ENSMUSG00000028868
4174	ENSMUSG00000028869
4175	ENSMUSG00000028873
4176	ENSMUSG00000028878
4177	ENSMUSG00000028879
4178	ENSMUSG00000028882
4179	ENSMUSG00000028884
4180	ENSMUSG00000028885
4181	ENSMUSG00000028886
4182	ENSMUSG00000028889
4183	ENSMUSG00000028890
4184	ENSMUSG00000028893
4185	ENSMUSG00000028894
4186	ENSMUSG00000028896
4187	ENSMUSG00000028898
4188	ENSMUSG00000028899
4189	ENSMUSG00000028901
4190	ENSMUSG00000028902
4191	ENSMUSG00000028906
4192	ENSMUSG00000028907
4193	ENSMUSG00000028910
4194	ENSMUSG00000028911
4195	ENSMUSG00000028914
4196	ENSMUSG00000028920
4197	ENSMUSG00000028923
4198	ENSMUSG00000028926
4199	ENSMUSG00000028932
4200	ENSMUSG00000028933
4201	ENSMUSG00000028936
4202	ENSMUSG00000028937
4203	ENSMUSG00000028944
4204	ENSMUSG00000028945
4205	ENSMUSG00000028948
4206	ENSMUSG00000028952
4207	ENSMUSG00000028953
4208	ENSMUSG00000028954
4209	ENSMUSG00000028955
4210	ENSMUSG00000028957
4211	ENSMUSG00000028958
4212	ENSMUSG00000028959
4213	ENSMUSG00000028960
4214	ENSMUSG00000028961
4215	ENSMUSG00000028962
4216	ENSMUSG00000028964
4217	ENSMUSG00000028967
4218	ENSMUSG00000028969
4219	ENSMUSG00000028970
4220	ENSMUSG00000028973
4221	ENSMUSG00000028974
4222	ENSMUSG00000028975
4223	ENSMUSG00000028982
4224	ENSMUSG00000028986
4225	ENSMUSG00000028988
4226	ENSMUSG00000028990
4227	ENSMUSG00000028991
4228	ENSMUSG00000028992
4229	ENSMUSG00000028995
4230	ENSMUSG00000028998
4231	ENSMUSG00000028999
4232	ENSMUSG00000029001
4233	ENSMUSG00000029003
4234	ENSMUSG00000029004
4235	ENSMUSG00000029007
4236	ENSMUSG00000029009
4237	ENSMUSG00000029012
4238	ENSMUSG00000029014
4239	ENSMUSG00000029016
4240	ENSMUSG00000029017
4241	ENSMUSG00000029020
4242	ENSMUSG00000029022
4243	ENSMUSG00000029027
4244	ENSMUSG00000029028
4245	ENSMUSG00000029029
4246	ENSMUSG00000029030
4247	ENSMUSG00000029032
4248	ENSMUSG00000029033
4249	ENSMUSG00000029034
4250	ENSMUSG00000029036
4251	ENSMUSG00000029038
4252	ENSMUSG00000029047
4253	ENSMUSG00000029048
4254	ENSMUSG00000029049
4255	ENSMUSG00000029050
4256	ENSMUSG00000029053
4257	ENSMUSG00000029056
4258	ENSMUSG00000029059
4259	ENSMUSG00000029062
4260	ENSMUSG00000029063
4261	ENSMUSG00000029064
4262	ENSMUSG00000029066
4263	ENSMUSG00000029068
4264	ENSMUSG00000029070
4265	ENSMUSG00000029071
4266	ENSMUSG00000029073
4267	ENSMUSG00000029076
4268	ENSMUSG00000029084
4269	ENSMUSG00000029086
4270	ENSMUSG00000029090
4271	ENSMUSG00000029094
4272	ENSMUSG00000029097
4273	ENSMUSG00000029101
4274	ENSMUSG00000029103
4275	ENSMUSG00000029104
4276	ENSMUSG00000029106
4277	ENSMUSG00000029108
4278	ENSMUSG00000029110
4279	ENSMUSG00000029111
4280	ENSMUSG00000029119
4281	ENSMUSG00000029121
4282	ENSMUSG00000029125
4283	ENSMUSG00000029128
4284	ENSMUSG00000029131
4285	ENSMUSG00000029141
4286	ENSMUSG00000029145
4287	ENSMUSG00000029146
4288	ENSMUSG00000029147
4289	ENSMUSG00000029148
4290	ENSMUSG00000029149
4291	ENSMUSG00000029152
4292	ENSMUSG00000029153
4293	ENSMUSG00000029156
4294	ENSMUSG00000029162
4295	ENSMUSG00000029165
4296	ENSMUSG00000029168
4297	ENSMUSG00000029169
4298	ENSMUSG00000029171
4299	ENSMUSG00000029173
4300	ENSMUSG00000029174
4301	ENSMUSG00000029175
4302	ENSMUSG00000029176
4303	ENSMUSG00000029177
4304	ENSMUSG00000029178
4305	ENSMUSG00000029179
4306	ENSMUSG00000029186
4307	ENSMUSG00000029191
4308	ENSMUSG00000029192
4309	ENSMUSG00000029196
4310	ENSMUSG00000029198
4311	ENSMUSG00000029199
4312	ENSMUSG00000029201
4313	ENSMUSG00000029202
4314	ENSMUSG00000029203
4315	ENSMUSG00000029207
4316	ENSMUSG00000029208
4317	ENSMUSG00000029209
4318	ENSMUSG00000029213
4319	ENSMUSG00000029221
4320	ENSMUSG00000029223
4321	ENSMUSG00000029227
4322	ENSMUSG00000029229
4323	ENSMUSG00000029231
