	feature
4519	ENSMUSG00000029802
4520	ENSMUSG00000029804
4521	ENSMUSG00000029810
4522	ENSMUSG00000029814
4523	ENSMUSG00000029815
4524	ENSMUSG00000029817
4525	ENSMUSG00000029821
4526	ENSMUSG00000029822
4527	ENSMUSG00000029823
4528	ENSMUSG00000029826
4529	ENSMUSG00000029833
4530	ENSMUSG00000029836
4531	ENSMUSG00000029838
4532	ENSMUSG00000029840
4533	ENSMUSG00000029843
4534	ENSMUSG00000029859
4535	ENSMUSG00000029860
4536	ENSMUSG00000029863
4537	ENSMUSG00000029864
4538	ENSMUSG00000029910
4539	ENSMUSG00000029911
4540	ENSMUSG00000029913
4541	ENSMUSG00000029916
4542	ENSMUSG00000029918
4543	ENSMUSG00000029920
4544	ENSMUSG00000029922
4545	ENSMUSG00000029924
4546	ENSMUSG00000029992
4547	ENSMUSG00000029993
4548	ENSMUSG00000029994
4549	ENSMUSG00000029998
4550	ENSMUSG00000030002
4551	ENSMUSG00000030007
4552	ENSMUSG00000030008
4553	ENSMUSG00000030016
4554	ENSMUSG00000030019
4555	ENSMUSG00000030022
4556	ENSMUSG00000030029
4557	ENSMUSG00000030031
4558	ENSMUSG00000030032
4559	ENSMUSG00000030034
4560	ENSMUSG00000030035
4561	ENSMUSG00000030036
4562	ENSMUSG00000030042
4563	ENSMUSG00000030045
4564	ENSMUSG00000030051
4565	ENSMUSG00000030056
4566	ENSMUSG00000030057
4567	ENSMUSG00000030058
4568	ENSMUSG00000030059
4569	ENSMUSG00000030060
4570	ENSMUSG00000030061
4571	ENSMUSG00000030062
4572	ENSMUSG00000030064
4573	ENSMUSG00000030067
4574	ENSMUSG00000030079
4575	ENSMUSG00000030082
4576	ENSMUSG00000030083
4577	ENSMUSG00000030084
4578	ENSMUSG00000030086
4579	ENSMUSG00000030087
4580	ENSMUSG00000030091
4581	ENSMUSG00000030094
4582	ENSMUSG00000030095
4583	ENSMUSG00000030096
4584	ENSMUSG00000030101
4585	ENSMUSG00000030102
4586	ENSMUSG00000030104
4587	ENSMUSG00000030105
4588	ENSMUSG00000030117
4589	ENSMUSG00000030120
4590	ENSMUSG00000030122
4591	ENSMUSG00000030124
4592	ENSMUSG00000030126
4593	ENSMUSG00000030127
4594	ENSMUSG00000030138
4595	ENSMUSG00000030145
4596	ENSMUSG00000030161
4597	ENSMUSG00000030166
4598	ENSMUSG00000030168
4599	ENSMUSG00000030170
4600	ENSMUSG00000030172
4601	ENSMUSG00000030177
4602	ENSMUSG00000030180
4603	ENSMUSG00000030188
4604	ENSMUSG00000030189
4605	ENSMUSG00000030199
4606	ENSMUSG00000030201
4607	ENSMUSG00000030203
4608	ENSMUSG00000030204
4609	ENSMUSG00000030213
4610	ENSMUSG00000030216
4611	ENSMUSG00000030224
4612	ENSMUSG00000030225
4613	ENSMUSG00000030231
4614	ENSMUSG00000030232
4615	ENSMUSG00000030243
4616	ENSMUSG00000030245
4617	ENSMUSG00000030246
4618	ENSMUSG00000030254
4619	ENSMUSG00000030256
4620	ENSMUSG00000030264
4621	ENSMUSG00000030265
4622	ENSMUSG00000030268
4623	ENSMUSG00000030269
4624	ENSMUSG00000030271
4625	ENSMUSG00000030272
4626	ENSMUSG00000030275
4627	ENSMUSG00000030279
4628	ENSMUSG00000030282
4629	ENSMUSG00000030284
4630	ENSMUSG00000030286
4631	ENSMUSG00000030291
4632	ENSMUSG00000030298
4633	ENSMUSG00000030301
4634	ENSMUSG00000030303
4635	ENSMUSG00000030304
4636	ENSMUSG00000030309
4637	ENSMUSG00000030313
4638	ENSMUSG00000030314
4639	ENSMUSG00000030315
4640	ENSMUSG00000030316
4641	ENSMUSG00000030319
4642	ENSMUSG00000030322
4643	ENSMUSG00000030323
4644	ENSMUSG00000030327
4645	ENSMUSG00000030329
4646	ENSMUSG00000030330
4647	ENSMUSG00000030335
4648	ENSMUSG00000030339
4649	ENSMUSG00000030341
4650	ENSMUSG00000030342
4651	ENSMUSG00000030346
4652	ENSMUSG00000030352
4653	ENSMUSG00000030353
4654	ENSMUSG00000030357
4655	ENSMUSG00000030374
4656	ENSMUSG00000030386
4657	ENSMUSG00000030393
4658	ENSMUSG00000030397
4659	ENSMUSG00000030400
4660	ENSMUSG00000030402
4661	ENSMUSG00000030403
4662	ENSMUSG00000030407
4663	ENSMUSG00000030410
4664	ENSMUSG00000030417
4665	ENSMUSG00000030421
4666	ENSMUSG00000030423
4667	ENSMUSG00000030428
4668	ENSMUSG00000030431
4669	ENSMUSG00000030432
4670	ENSMUSG00000030435
4671	ENSMUSG00000030443
4672	ENSMUSG00000030446
4673	ENSMUSG00000030447
4674	ENSMUSG00000030451
4675	ENSMUSG00000030452
4676	ENSMUSG00000030469
4677	ENSMUSG00000030471
4678	ENSMUSG00000030491
4679	ENSMUSG00000030493
4680	ENSMUSG00000030494
4681	ENSMUSG00000030498
4682	ENSMUSG00000030499
4683	ENSMUSG00000030505
4684	ENSMUSG00000030509
4685	ENSMUSG00000030512
4686	ENSMUSG00000030516
4687	ENSMUSG00000030519
4688	ENSMUSG00000030521
4689	ENSMUSG00000030522
4690	ENSMUSG00000030527
4691	ENSMUSG00000030528
4692	ENSMUSG00000030530
4693	ENSMUSG00000030533
4694	ENSMUSG00000030534
4695	ENSMUSG00000030536
4696	ENSMUSG00000030538
4697	ENSMUSG00000030539
4698	ENSMUSG00000030541
4699	ENSMUSG00000030544
4700	ENSMUSG00000030545
4701	ENSMUSG00000030555
4702	ENSMUSG00000030556
4703	ENSMUSG00000030557
4704	ENSMUSG00000030559
4705	ENSMUSG00000030560
4706	ENSMUSG00000030583
4707	ENSMUSG00000030584
4708	ENSMUSG00000030588
4709	ENSMUSG00000030589
4710	ENSMUSG00000030590
4711	ENSMUSG00000030591
4712	ENSMUSG00000030595
4713	ENSMUSG00000030598
4714	ENSMUSG00000030602
4715	ENSMUSG00000030603
4716	ENSMUSG00000030604
4717	ENSMUSG00000030605
4718	ENSMUSG00000030609
4719	ENSMUSG00000030610
4720	ENSMUSG00000030611
4721	ENSMUSG00000030612
4722	ENSMUSG00000030613
4723	ENSMUSG00000030614
4724	ENSMUSG00000030615
4725	ENSMUSG00000030619
4726	ENSMUSG00000030629
4727	ENSMUSG00000030630
4728	ENSMUSG00000030641
4729	ENSMUSG00000030643
4730	ENSMUSG00000030647
4731	ENSMUSG00000030649
4732	ENSMUSG00000030652
4733	ENSMUSG00000030654
4734	ENSMUSG00000030655
4735	ENSMUSG00000030659
4736	ENSMUSG00000030660
4737	ENSMUSG00000030662
4738	ENSMUSG00000030669
4739	ENSMUSG00000030671
4740	ENSMUSG00000030672
4741	ENSMUSG00000030674
4742	ENSMUSG00000030677
4743	ENSMUSG00000030678
4744	ENSMUSG00000030681
4745	ENSMUSG00000030682
4746	ENSMUSG00000030685
4747	ENSMUSG00000030688
4748	ENSMUSG00000030689
4749	ENSMUSG00000030691
4750	ENSMUSG00000030695
4751	ENSMUSG00000030697
4752	ENSMUSG00000030704
4753	ENSMUSG00000030706
4754	ENSMUSG00000030707
4755	ENSMUSG00000030714
4756	ENSMUSG00000030718
4757	ENSMUSG00000030720
4758	ENSMUSG00000030722
4759	ENSMUSG00000030725
4760	ENSMUSG00000030726
4761	ENSMUSG00000030727
4762	ENSMUSG00000030729
4763	ENSMUSG00000030733
4764	ENSMUSG00000030738
4765	ENSMUSG00000030741
4766	ENSMUSG00000030744
4767	ENSMUSG00000030747
4768	ENSMUSG00000030750
4769	ENSMUSG00000030751
4770	ENSMUSG00000030752
4771	ENSMUSG00000030753
4772	ENSMUSG00000030754
4773	ENSMUSG00000030759
4774	ENSMUSG00000030760
4775	ENSMUSG00000030761
4776	ENSMUSG00000030763
4777	ENSMUSG00000030766
4778	ENSMUSG00000030768
4779	ENSMUSG00000030770
4780	ENSMUSG00000030774
4781	ENSMUSG00000030779
4782	ENSMUSG00000030788
4783	ENSMUSG00000030793
4784	ENSMUSG00000030795
4785	ENSMUSG00000030796
4786	ENSMUSG00000030800
4787	ENSMUSG00000030801
4788	ENSMUSG00000030802
4789	ENSMUSG00000030805
4790	ENSMUSG00000030811
4791	ENSMUSG00000030814
4792	ENSMUSG00000030815
4793	ENSMUSG00000030816
4794	ENSMUSG00000030822
4795	ENSMUSG00000030824
4796	ENSMUSG00000030826
4797	ENSMUSG00000030835
4798	ENSMUSG00000030839
4799	ENSMUSG00000030842
4800	ENSMUSG00000030844
4801	ENSMUSG00000030846
4802	ENSMUSG00000030847
4803	ENSMUSG00000030849
4804	ENSMUSG00000030850
4805	ENSMUSG00000030851
4806	ENSMUSG00000030852
4807	ENSMUSG00000030861
4808	ENSMUSG00000030867
4809	ENSMUSG00000030868
4810	ENSMUSG00000030869
4811	ENSMUSG00000030870
4812	ENSMUSG00000030871
4813	ENSMUSG00000030872
4814	ENSMUSG00000030876
4815	ENSMUSG00000030878
4816	ENSMUSG00000030879
4817	ENSMUSG00000030880
4818	ENSMUSG00000030881
4819	ENSMUSG00000030884
4820	ENSMUSG00000030888
4821	ENSMUSG00000030890
4822	ENSMUSG00000030894
4823	ENSMUSG00000030917
4824	ENSMUSG00000030929
4825	ENSMUSG00000030930
4826	ENSMUSG00000030934
4827	ENSMUSG00000030942
4828	ENSMUSG00000030946
4829	ENSMUSG00000030956
4830	ENSMUSG00000030960
4831	ENSMUSG00000030965
4832	ENSMUSG00000030967
4833	ENSMUSG00000030970
4834	ENSMUSG00000030978
4835	ENSMUSG00000030979
4836	ENSMUSG00000030980
4837	ENSMUSG00000030983
4838	ENSMUSG00000030986
4839	ENSMUSG00000030987
4840	ENSMUSG00000030990
4841	ENSMUSG00000031004
4842	ENSMUSG00000031007
4843	ENSMUSG00000031010
4844	ENSMUSG00000031012
4845	ENSMUSG00000031015
4846	ENSMUSG00000031016
4847	ENSMUSG00000031021
4848	ENSMUSG00000031023
4849	ENSMUSG00000031024
4850	ENSMUSG00000031029
4851	ENSMUSG00000031059
4852	ENSMUSG00000031060
4853	ENSMUSG00000031065
4854	ENSMUSG00000031066
4855	ENSMUSG00000031068
4856	ENSMUSG00000031072
4857	ENSMUSG00000031073
4858	ENSMUSG00000031074
4859	ENSMUSG00000031077
4860	ENSMUSG00000031078
4861	ENSMUSG00000031090
4862	ENSMUSG00000031093
4863	ENSMUSG00000031095
4864	ENSMUSG00000031099
4865	ENSMUSG00000031105
4866	ENSMUSG00000031107
4867	ENSMUSG00000031109
4868	ENSMUSG00000031112
4869	ENSMUSG00000031119
4870	ENSMUSG00000031134
4871	ENSMUSG00000031137
4872	ENSMUSG00000031139
4873	ENSMUSG00000031143
4874	ENSMUSG00000031146
4875	ENSMUSG00000031148
4876	ENSMUSG00000031149
4877	ENSMUSG00000031150
4878	ENSMUSG00000031153
4879	ENSMUSG00000031154
4880	ENSMUSG00000031155
4881	ENSMUSG00000031156
4882	ENSMUSG00000031157
4883	ENSMUSG00000031158
4884	ENSMUSG00000031160
4885	ENSMUSG00000031161
4886	ENSMUSG00000031167
4887	ENSMUSG00000031168
4888	ENSMUSG00000031169
4889	ENSMUSG00000031171
4890	ENSMUSG00000031174
4891	ENSMUSG00000031176
4892	ENSMUSG00000031197
4893	ENSMUSG00000031198
4894	ENSMUSG00000031201
4895	ENSMUSG00000031202
4896	ENSMUSG00000031207
4897	ENSMUSG00000031214
4898	ENSMUSG00000031216
4899	ENSMUSG00000031217
4900	ENSMUSG00000031221
4901	ENSMUSG00000031226
4902	ENSMUSG00000031229
4903	ENSMUSG00000031231
4904	ENSMUSG00000031232
4905	ENSMUSG00000031239
4906	ENSMUSG00000031245
4907	ENSMUSG00000031246
4908	ENSMUSG00000031256
4909	ENSMUSG00000031262
4910	ENSMUSG00000031266
4911	ENSMUSG00000031278
4912	ENSMUSG00000031284
4913	ENSMUSG00000031290
4914	ENSMUSG00000031292
4915	ENSMUSG00000031295
4916	ENSMUSG00000031297
4917	ENSMUSG00000031299
4918	ENSMUSG00000031302
4919	ENSMUSG00000031309
4920	ENSMUSG00000031310
4921	ENSMUSG00000031311
4922	ENSMUSG00000031314
4923	ENSMUSG00000031320
4924	ENSMUSG00000031327
4925	ENSMUSG00000031328
4926	ENSMUSG00000031333
4927	ENSMUSG00000031347
4928	ENSMUSG00000031349
4929	ENSMUSG00000031352
4930	ENSMUSG00000031353
4931	ENSMUSG00000031357
4932	ENSMUSG00000031358
4933	ENSMUSG00000031360
4934	ENSMUSG00000031362
4935	ENSMUSG00000031365
4936	ENSMUSG00000031367
4937	ENSMUSG00000031370
4938	ENSMUSG00000031371
4939	ENSMUSG00000031379
4940	ENSMUSG00000031381
4941	ENSMUSG00000031383
4942	ENSMUSG00000031386
4943	ENSMUSG00000031387
4944	ENSMUSG00000031388
4945	ENSMUSG00000031392
4946	ENSMUSG00000031393
4947	ENSMUSG00000031398
4948	ENSMUSG00000031399
4949	ENSMUSG00000031400
4950	ENSMUSG00000031402
4951	ENSMUSG00000031403
4952	ENSMUSG00000031409
4953	ENSMUSG00000031422
4954	ENSMUSG00000031428
4955	ENSMUSG00000031429
4956	ENSMUSG00000031431
4957	ENSMUSG00000031432
4958	ENSMUSG00000031433
4959	ENSMUSG00000031434
4960	ENSMUSG00000031438
4961	ENSMUSG00000031441
4962	ENSMUSG00000031442
4963	ENSMUSG00000031446
4964	ENSMUSG00000031447
4965	ENSMUSG00000031451
4966	ENSMUSG00000031458
4967	ENSMUSG00000031467
4968	ENSMUSG00000031479
4969	ENSMUSG00000031482
4970	ENSMUSG00000031483
4971	ENSMUSG00000031485
4972	ENSMUSG00000031487
4973	ENSMUSG00000031488
4974	ENSMUSG00000031489
4975	ENSMUSG00000031490
4976	ENSMUSG00000031502
4977	ENSMUSG00000031503
4978	ENSMUSG00000031504
4979	ENSMUSG00000031505
4980	ENSMUSG00000031508
4981	ENSMUSG00000031511
4982	ENSMUSG00000031513
4983	ENSMUSG00000031516
4984	ENSMUSG00000031521
4985	ENSMUSG00000031523
4986	ENSMUSG00000031527
4987	ENSMUSG00000031529
4988	ENSMUSG00000031530
4989	ENSMUSG00000031532
4990	ENSMUSG00000031533
4991	ENSMUSG00000031536
4992	ENSMUSG00000031537
4993	ENSMUSG00000031540
4994	ENSMUSG00000031545
4995	ENSMUSG00000031546
4996	ENSMUSG00000031548
4997	ENSMUSG00000031555
4998	ENSMUSG00000031556
4999	ENSMUSG00000031557
5000	ENSMUSG00000031558
5001	ENSMUSG00000031561
5002	ENSMUSG00000031562
5003	ENSMUSG00000031563
5004	ENSMUSG00000031565
5005	ENSMUSG00000031568
5006	ENSMUSG00000031570
5007	ENSMUSG00000031575
5008	ENSMUSG00000031577
5009	ENSMUSG00000031578
5010	ENSMUSG00000031583
5011	ENSMUSG00000031584
5012	ENSMUSG00000031585
5013	ENSMUSG00000031586
5014	ENSMUSG00000031590
5015	ENSMUSG00000031591
5016	ENSMUSG00000031592
5017	ENSMUSG00000031600
5018	ENSMUSG00000031601
5019	ENSMUSG00000031604
5020	ENSMUSG00000031605
5021	ENSMUSG00000031608
5022	ENSMUSG00000031609
5023	ENSMUSG00000031617
5024	ENSMUSG00000031622
5025	ENSMUSG00000031628
5026	ENSMUSG00000031629
5027	ENSMUSG00000031631
5028	ENSMUSG00000031633
5029	ENSMUSG00000031634
5030	ENSMUSG00000031641
5031	ENSMUSG00000031642
5032	ENSMUSG00000031644
5033	ENSMUSG00000031652
5034	ENSMUSG00000031657
5035	ENSMUSG00000031660
5036	ENSMUSG00000031661
5037	ENSMUSG00000031665
5038	ENSMUSG00000031667
5039	ENSMUSG00000031668
5040	ENSMUSG00000031669
5041	ENSMUSG00000031671
5042	ENSMUSG00000031672
5043	ENSMUSG00000031673
5044	ENSMUSG00000031681
5045	ENSMUSG00000031683
5046	ENSMUSG00000031684
5047	ENSMUSG00000031691
5048	ENSMUSG00000031696
5049	ENSMUSG00000031697
5050	ENSMUSG00000031700
5051	ENSMUSG00000031701
5052	ENSMUSG00000031703
5053	ENSMUSG00000031706
5054	ENSMUSG00000031708
5055	ENSMUSG00000031711
5056	ENSMUSG00000031714
5057	ENSMUSG00000031715
5058	ENSMUSG00000031723
5059	ENSMUSG00000031728
5060	ENSMUSG00000031729
5061	ENSMUSG00000031730
5062	ENSMUSG00000031731
5063	ENSMUSG00000031732
5064	ENSMUSG00000031734
5065	ENSMUSG00000031740
5066	ENSMUSG00000031749
5067	ENSMUSG00000031751
5068	ENSMUSG00000031753
5069	ENSMUSG00000031754
5070	ENSMUSG00000031755
5071	ENSMUSG00000031756
5072	ENSMUSG00000031760
5073	ENSMUSG00000031762
5074	ENSMUSG00000031765
5075	ENSMUSG00000031767
5076	ENSMUSG00000031770
5077	ENSMUSG00000031774
5078	ENSMUSG00000031776
5079	ENSMUSG00000031778
5080	ENSMUSG00000031781
5081	ENSMUSG00000031782
5082	ENSMUSG00000031783
5083	ENSMUSG00000031787
5084	ENSMUSG00000031790
5085	ENSMUSG00000031791
5086	ENSMUSG00000031792
5087	ENSMUSG00000031796
5088	ENSMUSG00000031799
5089	ENSMUSG00000031807
5090	ENSMUSG00000031808
5091	ENSMUSG00000031812
5092	ENSMUSG00000031813
5093	ENSMUSG00000031816
5094	ENSMUSG00000031818
5095	ENSMUSG00000031819
5096	ENSMUSG00000031820
5097	ENSMUSG00000031821
5098	ENSMUSG00000031822
5099	ENSMUSG00000031823
5100	ENSMUSG00000031826
5101	ENSMUSG00000031827
5102	ENSMUSG00000031832
5103	ENSMUSG00000031833
5104	ENSMUSG00000031834
5105	ENSMUSG00000031835
5106	ENSMUSG00000031838
5107	ENSMUSG00000031839
5108	ENSMUSG00000031843
5109	ENSMUSG00000031848
5110	ENSMUSG00000031851
5111	ENSMUSG00000031858
5112	ENSMUSG00000031860
5113	ENSMUSG00000031861
5114	ENSMUSG00000031862
5115	ENSMUSG00000031864
5116	ENSMUSG00000031865
5117	ENSMUSG00000031878
5118	ENSMUSG00000031879
5119	ENSMUSG00000031885
5120	ENSMUSG00000031891
5121	ENSMUSG00000031897
5122	ENSMUSG00000031901
5123	ENSMUSG00000031902
5124	ENSMUSG00000031903
5125	ENSMUSG00000031904
5126	ENSMUSG00000031907
5127	ENSMUSG00000031913
5128	ENSMUSG00000031916
5129	ENSMUSG00000031917
5130	ENSMUSG00000031918
5131	ENSMUSG00000031921
5132	ENSMUSG00000031922
5133	ENSMUSG00000031924
5134	ENSMUSG00000031928
5135	ENSMUSG00000031930
5136	ENSMUSG00000031931
5137	ENSMUSG00000031934
5138	ENSMUSG00000031935
5139	ENSMUSG00000031939
5140	ENSMUSG00000031948
5141	ENSMUSG00000031949
5142	ENSMUSG00000031950
5143	ENSMUSG00000031951
5144	ENSMUSG00000031953
5145	ENSMUSG00000031954
5146	ENSMUSG00000031955
5147	ENSMUSG00000031959
5148	ENSMUSG00000031960
5149	ENSMUSG00000031967
5150	ENSMUSG00000031969
5151	ENSMUSG00000031972
5152	ENSMUSG00000031974
5153	ENSMUSG00000031976
5154	ENSMUSG00000031979
5155	ENSMUSG00000031982
5156	ENSMUSG00000031985
5157	ENSMUSG00000031986
5158	ENSMUSG00000031987
5159	ENSMUSG00000031988
5160	ENSMUSG00000031990
5161	ENSMUSG00000031993
5162	ENSMUSG00000031995
5163	ENSMUSG00000031996
5164	ENSMUSG00000032002
5165	ENSMUSG00000032009
5166	ENSMUSG00000032010
5167	ENSMUSG00000032011
5168	ENSMUSG00000032012
5169	ENSMUSG00000032014
5170	ENSMUSG00000032018
5171	ENSMUSG00000032020
5172	ENSMUSG00000032024
5173	ENSMUSG00000032026
5174	ENSMUSG00000032030
5175	ENSMUSG00000032035
5176	ENSMUSG00000032040
5177	ENSMUSG00000032041
5178	ENSMUSG00000032042
5179	ENSMUSG00000032044
5180	ENSMUSG00000032046
5181	ENSMUSG00000032047
5182	ENSMUSG00000032050
5183	ENSMUSG00000032051
5184	ENSMUSG00000032058
5185	ENSMUSG00000032059
5186	ENSMUSG00000032067
5187	ENSMUSG00000032068
5188	ENSMUSG00000032076
5189	ENSMUSG00000032077
5190	ENSMUSG00000032078
5191	ENSMUSG00000032086
5192	ENSMUSG00000032092
5193	ENSMUSG00000032096
5194	ENSMUSG00000032097
5195	ENSMUSG00000032101
5196	ENSMUSG00000032112
5197	ENSMUSG00000032113
5198	ENSMUSG00000032114
5199	ENSMUSG00000032115
5200	ENSMUSG00000032116
5201	ENSMUSG00000032119
5202	ENSMUSG00000032121
5203	ENSMUSG00000032123
5204	ENSMUSG00000032126
5205	ENSMUSG00000032127
5206	ENSMUSG00000032171
5207	ENSMUSG00000032175
5208	ENSMUSG00000032177
5209	ENSMUSG00000032178
5210	ENSMUSG00000032180
5211	ENSMUSG00000032182
5212	ENSMUSG00000032184
5213	ENSMUSG00000032185
5214	ENSMUSG00000032186
5215	ENSMUSG00000032187
5216	ENSMUSG00000032193
5217	ENSMUSG00000032194
5218	ENSMUSG00000032198
5219	ENSMUSG00000032199
5220	ENSMUSG00000032202
5221	ENSMUSG00000032212
5222	ENSMUSG00000032215
5223	ENSMUSG00000032216
5224	ENSMUSG00000032217
5225	ENSMUSG00000032218
5226	ENSMUSG00000032220
5227	ENSMUSG00000032221
5228	ENSMUSG00000032228
5229	ENSMUSG00000032231
5230	ENSMUSG00000032232
5231	ENSMUSG00000032235
5232	ENSMUSG00000032238
5233	ENSMUSG00000032239
5234	ENSMUSG00000032244
5235	ENSMUSG00000032245
5236	ENSMUSG00000032249
5237	ENSMUSG00000032251
5238	ENSMUSG00000032252
5239	ENSMUSG00000032253
5240	ENSMUSG00000032254
5241	ENSMUSG00000032258
5242	ENSMUSG00000032261
5243	ENSMUSG00000032262
5244	ENSMUSG00000032263
5245	ENSMUSG00000032264
5246	ENSMUSG00000032265
5247	ENSMUSG00000032267
5248	ENSMUSG00000032279
5249	ENSMUSG00000032280
5250	ENSMUSG00000032288
5251	ENSMUSG00000032290
5252	ENSMUSG00000032291
5253	ENSMUSG00000032293
5254	ENSMUSG00000032294
5255	ENSMUSG00000032295
5256	ENSMUSG00000032298
5257	ENSMUSG00000032299
5258	ENSMUSG00000032301
5259	ENSMUSG00000032305
5260	ENSMUSG00000032306
5261	ENSMUSG00000032307
5262	ENSMUSG00000032308
5263	ENSMUSG00000032309
5264	ENSMUSG00000032312
5265	ENSMUSG00000032314
5266	ENSMUSG00000032316
5267	ENSMUSG00000032320
5268	ENSMUSG00000032324
5269	ENSMUSG00000032327
5270	ENSMUSG00000032328
5271	ENSMUSG00000032329
5272	ENSMUSG00000032330
5273	ENSMUSG00000032333
5274	ENSMUSG00000032336
5275	ENSMUSG00000032340
5276	ENSMUSG00000032342
5277	ENSMUSG00000032346
5278	ENSMUSG00000032348
5279	ENSMUSG00000032349
5280	ENSMUSG00000032350
5281	ENSMUSG00000032352
5282	ENSMUSG00000032353
5283	ENSMUSG00000032359
5284	ENSMUSG00000032366
5285	ENSMUSG00000032369
5286	ENSMUSG00000032370
5287	ENSMUSG00000032374
5288	ENSMUSG00000032375
5289	ENSMUSG00000032376
5290	ENSMUSG00000032381
5291	ENSMUSG00000032382
5292	ENSMUSG00000032383
5293	ENSMUSG00000032384
5294	ENSMUSG00000032386
5295	ENSMUSG00000032387
5296	ENSMUSG00000032388
5297	ENSMUSG00000032392
5298	ENSMUSG00000032393
5299	ENSMUSG00000032394
5300	ENSMUSG00000032396
5301	ENSMUSG00000032397
5302	ENSMUSG00000032398
5303	ENSMUSG00000032399
5304	ENSMUSG00000032400
5305	ENSMUSG00000032402
5306	ENSMUSG00000032405
5307	ENSMUSG00000032407
5308	ENSMUSG00000032409
5309	ENSMUSG00000032410
5310	ENSMUSG00000032411
5311	ENSMUSG00000032412
5312	ENSMUSG00000032413
5313	ENSMUSG00000032415
5314	ENSMUSG00000032418
5315	ENSMUSG00000032422
5316	ENSMUSG00000032423
5317	ENSMUSG00000032425
5318	ENSMUSG00000032431
5319	ENSMUSG00000032434
5320	ENSMUSG00000032435
5321	ENSMUSG00000032436
5322	ENSMUSG00000032437
5323	ENSMUSG00000032446
5324	ENSMUSG00000032449
5325	ENSMUSG00000032458
5326	ENSMUSG00000032459
5327	ENSMUSG00000032462
5328	ENSMUSG00000032463
5329	ENSMUSG00000032468
5330	ENSMUSG00000032469
5331	ENSMUSG00000032475
5332	ENSMUSG00000032477
5333	ENSMUSG00000032478
5334	ENSMUSG00000032479
5335	ENSMUSG00000032480
5336	ENSMUSG00000032481
5337	ENSMUSG00000032485
5338	ENSMUSG00000032491
5339	ENSMUSG00000032492
5340	ENSMUSG00000032494
5341	ENSMUSG00000032495
5342	ENSMUSG00000032497
5343	ENSMUSG00000032498
5344	ENSMUSG00000032501
5345	ENSMUSG00000032504
5346	ENSMUSG00000032512
5347	ENSMUSG00000032513
5348	ENSMUSG00000032515
5349	ENSMUSG00000032518
5350	ENSMUSG00000032519
5351	ENSMUSG00000032525
5352	ENSMUSG00000032526
5353	ENSMUSG00000032527
5354	ENSMUSG00000032531
5355	ENSMUSG00000032534
5356	ENSMUSG00000032536
5357	ENSMUSG00000032537
5358	ENSMUSG00000032540
5359	ENSMUSG00000032547
5360	ENSMUSG00000032549
5361	ENSMUSG00000032553
5362	ENSMUSG00000032555
5363	ENSMUSG00000032557
5364	ENSMUSG00000032558
5365	ENSMUSG00000032560
5366	ENSMUSG00000032562
5367	ENSMUSG00000032563
5368	ENSMUSG00000032567
5369	ENSMUSG00000032570
5370	ENSMUSG00000032571
5371	ENSMUSG00000032575
5372	ENSMUSG00000032577
5373	ENSMUSG00000032579
5374	ENSMUSG00000032580
5375	ENSMUSG00000032582
5376	ENSMUSG00000032583
5377	ENSMUSG00000032586
5378	ENSMUSG00000032589
5379	ENSMUSG00000032590
5380	ENSMUSG00000032594
5381	ENSMUSG00000032598
5382	ENSMUSG00000032599
5383	ENSMUSG00000032601
5384	ENSMUSG00000032602
5385	ENSMUSG00000032604
5386	ENSMUSG00000032606
5387	ENSMUSG00000032607
5388	ENSMUSG00000032612
5389	ENSMUSG00000032615
5390	ENSMUSG00000032621
5391	ENSMUSG00000032624
5392	ENSMUSG00000032633
5393	ENSMUSG00000032637
5394	ENSMUSG00000032640
5395	ENSMUSG00000032641
5396	ENSMUSG00000032643
5397	ENSMUSG00000032657
5398	ENSMUSG00000032667
5399	ENSMUSG00000032673
5400	ENSMUSG00000032679
5401	ENSMUSG00000032688
5402	ENSMUSG00000032702
5403	ENSMUSG00000032705
5404	ENSMUSG00000032714
5405	ENSMUSG00000032715
5406	ENSMUSG00000032717
5407	ENSMUSG00000032727
5408	ENSMUSG00000032737
5409	ENSMUSG00000032740
5410	ENSMUSG00000032741
5411	ENSMUSG00000032745
5412	ENSMUSG00000032754
5413	ENSMUSG00000032757
5414	ENSMUSG00000032763
5415	ENSMUSG00000032777
5416	ENSMUSG00000032782
5417	ENSMUSG00000032783
5418	ENSMUSG00000032786
5419	ENSMUSG00000032788
5420	ENSMUSG00000032796
5421	ENSMUSG00000032803
5422	ENSMUSG00000032806
5423	ENSMUSG00000032812
5424	ENSMUSG00000032815
5425	ENSMUSG00000032816
5426	ENSMUSG00000032826
5427	ENSMUSG00000032827
5428	ENSMUSG00000032834
5429	ENSMUSG00000032841
5430	ENSMUSG00000032846
5431	ENSMUSG00000032849
5432	ENSMUSG00000032855
5433	ENSMUSG00000032867
5434	ENSMUSG00000032869
5435	ENSMUSG00000032870
5436	ENSMUSG00000032872
5437	ENSMUSG00000032875
5438	ENSMUSG00000032883
5439	ENSMUSG00000032897
5440	ENSMUSG00000032898
5441	ENSMUSG00000032902
5442	ENSMUSG00000032905
5443	ENSMUSG00000032913
5444	ENSMUSG00000032932
5445	ENSMUSG00000032936
5446	ENSMUSG00000032939
5447	ENSMUSG00000032946
5448	ENSMUSG00000032952
5449	ENSMUSG00000032959
5450	ENSMUSG00000032965
5451	ENSMUSG00000032966
